Dataset,Index,Stopwords,Parameters,Score,k_1,k_2,k_3,k_max,k_min
article,130,Stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.470664088,0.45752896,0.5106383,0.44379845,0.5106383,0.44379845
article,131,Stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.470664088,0.45752896,0.5106383,0.44379845,0.5106383,0.44379845
article,132,Stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.470664088,0.45752896,0.5106383,0.44379845,0.5106383,0.44379845
article,129,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 5000}",0.470019342,0.47876448,0.51644101,0.41472868,0.51644101,0.41472868
article,128,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 5000}",0.468085106,0.46911197,0.50870406,0.42635659,0.50870406,0.42635659
article,125,Stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.467440361,0.46138996,0.49709865,0.44379845,0.49709865,0.44379845
article,126,Stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.467440361,0.46138996,0.49709865,0.44379845,0.49709865,0.44379845
article,127,Stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.467440361,0.46138996,0.49709865,0.44379845,0.49709865,0.44379845
article,122,Stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.46615087,0.45752896,0.49709865,0.44379845,0.49709865,0.44379845
article,123,Stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.46615087,0.45752896,0.49709865,0.44379845,0.49709865,0.44379845
article,124,Stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.46615087,0.45752896,0.49709865,0.44379845,0.49709865,0.44379845
article,121,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 5000}",0.464216634,0.47104247,0.50676983,0.41472868,0.50676983,0.41472868
article,120,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.463571889,0.46525097,0.49323017,0.43217054,0.49323017,0.43217054
article,119,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.457124436,0.46332046,0.50676983,0.40116279,0.50676983,0.40116279
article,118,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.447453256,0.45366795,0.47969052,0.40891473,0.47969052,0.40891473
article,117,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.443584784,0.44015444,0.47969052,0.41085271,0.47969052,0.41085271
article,116,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.442940039,0.44787645,0.46615087,0.41472868,0.46615087,0.41472868
article,115,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.438426821,0.44787645,0.45841393,0.40891473,0.45841393,0.40891473
article,114,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.436492585,0.43822394,0.47582205,0.39534884,0.47582205,0.39534884
article,113,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 5000}",0.435203095,0.45366795,0.47388781,0.37790698,0.47388781,0.37790698
article,112,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.433913604,0.44787645,0.45261122,0.40116279,0.45261122,0.40116279
article,111,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.432624113,0.44401544,0.45647969,0.39728682,0.45647969,0.39728682
article,110,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.426821406,0.43822394,0.44487427,0.39728682,0.44487427,0.39728682
article,109,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.422308188,0.43629344,0.4410058,0.38953488,0.4410058,0.38953488
article,108,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.420373952,0.44594595,0.4410058,0.37403101,0.44594595,0.37403101
article,107,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 5000}",0.418439716,0.42471042,0.45841393,0.37209302,0.45841393,0.37209302
article,106,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.417794971,0.43050193,0.42940039,0.39341085,0.43050193,0.39341085
article,105,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.415860735,0.43050193,0.42746615,0.38953488,0.43050193,0.38953488
article,104,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.411347518,0.42857143,0.42166344,0.38372093,0.42857143,0.38372093
article,103,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.410058027,0.42277992,0.42746615,0.37984496,0.42746615,0.37984496
article,102,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.408123791,0.43822394,0.43520309,0.35077519,0.43822394,0.35077519
article,101,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.402321083,0.41891892,0.41586074,0.37209302,0.41891892,0.37209302
article,99,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': True, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.401676338,0.42277992,0.40425532,0.37790698,0.42277992,0.37790698
article,100,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.401676338,0.55212355,0.32688588,0.3255814,0.55212355,0.3255814
article,98,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.381044487,0.40540541,0.39071567,0.34689922,0.40540541,0.34689922
article,97,No stopwords,"{'vect__ngram_range': (1, 3), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.36686009,0.39189189,0.36943907,0.33914729,0.39189189,0.33914729
article,96,No stopwords,"{'vect__ngram_range': (1, 4), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l1', 'vect__max_features': 1000}",0.366215345,0.39189189,0.36750484,0.33914729,0.39189189,0.33914729
article,95,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.35718891,0.53667954,0.26499033,0.26937984,0.53667954,0.26499033
article,94,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.353965184,0.53474903,0.26112186,0.26550388,0.53474903,0.26112186
article,91,Stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.350096712,0.52702703,0.25531915,0.26744186,0.52702703,0.25531915
article,92,Stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.350096712,0.52702703,0.25531915,0.26744186,0.52702703,0.25531915
article,93,Stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': ['el', 'la', 'de', 'que', 'y', 'a', 'en', 'un', 'ser', 'se', 'no', 'haber', 'por', 'con', 'su', 'para', 'como', 'estar', 'tener', 'le', 'lo', 'lo', 'todo', 'pero', 'mas', 'hacer', 'o', 'decir', 'este', 'ir', 'otro', 'ese', 'la', 'si', 'me', 'ya', 'ver', 'porque', 'dar', 'cuando', 'el', 'muy', 'sin', 'vez', 'mucho', 'saber', 'que', 'sobre', 'mi', 'alguno', 'mismo', 'yo', 'tambien', 'hasta', 'ano', 'dos', 'querer', 'entre', 'asi', 'primero', 'desde', 'grande', 'eso', 'ni', 'nos', 'llegar', 'pasar', 'tiempo', 'ella', 'si', 'dia', 'uno', 'bien', 'poco', 'deber', 'entonces', 'poner', 'cosa', 'tanto', 'hombre', 'parecer', 'nuestro', 'tan', 'donde', 'ahora', 'parte', 'despues', 'vida', 'quedar', 'siempre', 'creer', 'hablar', 'llevar', 'dejar', 'nada', 'cada', 'seguir', 'menos', 'nuevo', 'encontrar', 'dijo', 'los', 'del', 'al', 'las', 'una'], 'vect__max_df': 1.0, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 5000}",0.350096712,0.52702703,0.25531915,0.26744186,0.52702703,0.25531915
article,90,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.339780787,0.48455598,0.27272727,0.26162791,0.48455598,0.26162791
article,89,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.335267569,0.47104247,0.26692456,0.26744186,0.47104247,0.26692456
article,88,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': True, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.330109607,0.46911197,0.2688588,0.25193798,0.46911197,0.25193798
article,87,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': True, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.329464861,0.47104247,0.26112186,0.25581395,0.47104247,0.25581395
article,85,No stopwords,"{'vect__ngram_range': (1, 1), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 1.0, 'tfidf__use_idf': True, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.324306899,0.46332046,0.26112186,0.24806202,0.46332046,0.24806202
article,86,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.324306899,0.44208494,0.26692456,0.26356589,0.44208494,0.26356589
article,84,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.7, 'tfidf__use_idf': True, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.323662153,0.44594595,0.26499033,0.25968992,0.44594595,0.25968992
article,83,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': True, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.321727917,0.44401544,0.26305609,0.25775194,0.44401544,0.25775194
article,82,No stopwords,"{'vect__ngram_range': (1, 2), 'clf__metric': 'l1', 'vect__stop_words': None, 'vect__max_df': 0.85, 'tfidf__use_idf': False, 'tfidf__norm': 'l2', 'vect__max_features': 1000}",0.319148936,0.43436293,0.26692456,0.25581395,0.43436293,0.25581395
